High,Low,Open,Close,Volume,Adj Close,RSI
128.30999755859375,123.44999694824219,125.0199966430664,128.22999572753906,121251600.0,127.82154846191406,
134.41000366210938,129.64999389648438,131.61000061035156,131.8800048828125,168904800.0,131.45993041992188,100.0
132.42999267578125,130.77999877929688,132.16000366210938,130.9600067138672,88223700.0,130.54286193847656,98.09800301831176
133.4600067138672,131.10000610351562,131.32000732421875,131.97000122070312,54930100.0,131.5496368408203,98.13983213494933
137.33999633789062,133.50999450683594,133.99000549316406,136.69000244140625,124486200.0,136.25460815429688,98.32520198158609
138.7899932861328,134.33999633789062,138.0500030517578,134.8699951171875,121047300.0,134.44039916992188,94.41807260727431
135.99000549316406,133.39999389648438,135.5800018310547,133.72000122070312,96452100.0,133.2940673828125,91.9322623510303
134.74000549316406,131.72000122070312,134.0800018310547,132.69000244140625,99116600.0,132.26734924316406,89.65551053973924
133.61000061035156,126.76000213623047,133.52000427246094,129.41000366210938,143301900.0,128.997802734375,82.63701512684156
131.74000549316406,128.42999267578125,128.88999938964844,131.00999450683594,97664900.0,130.5926971435547,83.32284666612847
131.0500030517578,126.37999725341797,127.72000122070312,126.5999984741211,155088000.0,126.19674682617188,74.57877521815188
131.6300048828125,127.86000061035156,128.36000061035156,130.9199981689453,109578200.0,130.50299072265625,77.11259831808195
132.6300048828125,130.22999572753906,132.42999267578125,132.0500030517578,105158200.0,131.62937927246094,77.73767265936758
130.1699981689453,128.5,129.19000244140625,128.97999572753906,100384500.0,128.5691680908203,71.98559729514623
129.69000244140625,126.86000061035156,128.5,128.8000030517578,91951100.0,128.38973999023438,71.65085198814309
131.4499969482422,128.49000549316406,128.75999450683594,130.88999938964844,88636800.0,130.47308349609375,73.20874394434561
131.0,128.75999450683594,130.8000030517578,128.91000366210938,90221800.0,128.49940490722656,69.32211958651138
130.22000122070312,127.0,128.77999877929688,127.13999938964844,111598500.0,126.73502349853516,65.9513575285606
128.7100067138672,126.94000244140625,127.77999877929688,127.83000183105469,90757300.0,127.4228286743164,66.63250456187356
132.49000549316406,128.5500030517578,128.66000366210938,132.02999877929688,104319500.0,131.6094512939453,70.50091577086718
139.6699981689453,133.58999633789062,133.8000030517578,136.8699951171875,120150900.0,136.43402099609375,74.21130246125148
139.85000610351562,135.02000427246094,136.27999877929688,139.07000732421875,114459400.0,138.6270294189453,75.70704136948848
