High,Low,Open,Close,Volume,Adj Close,RSI
42.29999923706055,41.810001373291016,42.04999923706055,42.25,17389600.0,40.94601058959961,45.86653118550998
42.470001220703125,42.0,42.06999969482422,42.18000030517578,17742900.0,40.878173828125,45.475735000712305
42.29999923706055,41.779998779296875,42.22999954223633,41.959999084472656,15417400.0,40.66496276855469,44.201056399235284
42.279998779296875,41.45000076293945,41.650001525878906,42.25,21625800.0,40.94601058959961,46.33636200954864
42.470001220703125,42.02000045776367,42.400001525878906,42.290000915527344,22456800.0,40.98477554321289,46.639686642975626
42.29999923706055,42.0,42.13999938964844,42.20000076293945,16573600.0,40.89755630493164,46.009551691009094
42.349998474121094,41.939998626708984,42.099998474121094,42.220001220703125,21298000.0,40.91693878173828,46.18356171648129
42.06999969482422,41.5,42.0,42.029998779296875,23325100.0,40.7327995300293,44.70935077734757
42.689998626708984,42.029998779296875,42.040000915527344,42.41999816894531,30045700.0,41.11076354980469,48.3535499968706
41.83000183105469,40.66999816894531,41.75,40.95000076293945,39288100.0,39.686134338378906,38.14757164018781
41.43000030517578,40.439998626708984,41.20000076293945,40.81999969482422,34867400.0,39.56014633178711,37.39583698448405
40.61000061035156,39.970001220703125,40.04999923706055,40.0,29101800.0,38.76545333862305,32.98101545830215
40.47999954223633,39.720001220703125,40.099998474121094,40.130001068115234,23351600.0,38.891441345214844,34.30517097252964
40.63999938964844,39.41999816894531,40.029998779296875,39.56999969482422,25108800.0,38.348724365234375,31.424847984660403
40.04999923706055,39.52000045776367,39.77000045776367,39.880001068115234,21853000.0,38.6491584777832,34.69370451937756
40.63999938964844,40.04999923706055,40.220001220703125,40.369998931884766,19866700.0,39.12403106689453,39.5950661513129
40.84000015258789,40.380001068115234,40.5099983215332,40.599998474121094,19024100.0,39.34693145751953,41.80296917368815
41.16999816894531,40.38999938964844,40.720001220703125,40.41999816894531,24310200.0,39.17249298095703,40.553663737307524
40.400001525878906,39.5099983215332,39.65999984741211,40.369998931884766,22225900.0,39.12403106689453,40.1943274423606
40.31999969482422,39.58000183105469,40.18000030517578,39.810001373291016,44450800.0,38.581321716308594,36.31332072246151
39.470001220703125,38.689998626708984,39.310001373291016,39.040000915527344,28495000.0,37.835086822509766,31.770796384175313
39.459999084472656,38.880001068115234,39.18000030517578,39.31999969482422,17656800.0,38.1064453125,34.95705716497805
39.38999938964844,38.18000030517578,39.22999954223633,38.279998779296875,24843200.0,37.098541259765625,29.454923016336295
38.15999984741211,37.599998474121094,38.0,37.849998474121094,30910400.0,36.68181228637695,27.525816342525232
38.540000915527344,37.619998931884766,37.7599983215332,38.45000076293945,22966600.0,37.2632942199707,34.019386369963456
39.290000915527344,38.790000915527344,39.20000076293945,39.130001068115234,24275700.0,37.922306060791016,40.523477912225566
39.380001068115234,38.83000183105469,39.06999969482422,39.060001373291016,16353700.0,37.85446548461914,40.08542306647457
39.70000076293945,39.02000045776367,39.09000015258789,39.38999938964844,27113200.0,38.17428207397461,43.20252274085685
39.310001373291016,38.56999969482422,39.099998474121094,38.79999923706055,20763500.0,37.94932174682617,39.26890246375911
38.54999923706055,37.970001220703125,38.04999923706055,38.27000045776367,24493000.0,37.43094253540039,36.089997077844075
38.790000915527344,38.279998779296875,38.47999954223633,38.56999969482422,26929100.0,37.724369049072266,39.09544084907983
39.349998474121094,38.400001525878906,38.5,38.56999969482422,28430800.0,37.724369049072266,39.09544084907983
39.58000183105469,38.779998779296875,38.97999954223633,39.400001525878906,20593700.0,38.536170959472656,47.080589964468956
40.18000030517578,39.65999984741211,39.79999923706055,39.790000915527344,19031300.0,38.91761779785156,50.3730490024584
40.22999954223633,39.720001220703125,40.150001525878906,39.849998474121094,16167500.0,38.97630310058594,50.879367358794525
40.529998779296875,39.630001068115234,39.93000030517578,40.36000061035156,22757200.0,39.47512435913086,55.07517503288658
40.61000061035156,39.709999084472656,40.540000915527344,39.810001373291016,23438300.0,38.93717956542969,50.10462746843727
40.41999816894531,39.7599983215332,39.849998474121094,39.88999938964844,16439100.0,39.01542663574219,50.80015432331783
40.0,39.349998474121094,39.470001220703125,39.970001220703125,15451400.0,39.09366989135742,51.52785250008849
40.29999923706055,39.54999923706055,39.880001068115234,40.15999984741211,21292500.0,39.27950668334961,53.29466026777678
40.380001068115234,39.15999984741211,40.150001525878906,39.29999923706055,19600500.0,38.438358306884766,45.2540742100768
39.5099983215332,39.029998779296875,39.439998626708984,39.20000076293945,16564900.0,38.34055709838867,44.41497611272652
39.56999969482422,38.97999954223633,39.310001373291016,39.060001373291016,17016300.0,38.2036247253418,43.207085850742956
38.959999084472656,38.380001068115234,38.849998474121094,38.81999969482422,20399000.0,37.9688835144043,41.141464951306055
38.970001220703125,38.650001525878906,38.93000030517578,38.81999969482422,15556100.0,37.9688835144043,41.141464951306055
38.43000030517578,37.150001525878906,38.400001525878906,37.66999816894531,29146500.0,36.84409713745117,32.50557655631198
37.5,36.59000015258789,37.380001068115234,36.869998931884766,37911500.0,36.06163787841797,28.088528740822042
36.5099983215332,35.68000030517578,36.31999969482422,35.709999084472656,34561500.0,34.927066802978516,23.17169920368022
36.06999969482422,35.279998779296875,35.5099983215332,35.689998626708984,35332000.0,34.907508850097656,23.0966283364275
35.93000030517578,35.4900016784668,35.599998474121094,35.900001525878906,29151200.0,35.11290740966797,25.814341058763716
36.349998474121094,35.66999816894531,36.189998626708984,35.900001525878906,23483100.0,35.11290740966797,25.814341058763716
37.33000183105469,36.29999923706055,36.36000061035156,36.68000030517578,27342900.0,35.87580108642578,35.61550119953502
